country,year,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2
Belarus,2011,9472737.0,173120307200.0,61.308,6.472,0.354,2.975,17.421,37.378,1.966
Belarus,2012,9463075.0,175940435968.0,62.545,6.609,0.355,5.004,17.089,36.817,2.189
Belarus,2013,9464454.0,177632985088.0,64.126,6.775,0.361,4.838,18.704,36.9,2.37
Belarus,2014,9472704.0,180627881984.0,63.649,6.719,0.352,4.634,18.384,36.594,2.653
Belarus,2015,9487288.0,173709819904.0,58.799,6.198,0.338,4.094,17.178,33.957,2.269
Belarus,2016,9499067.0,169304539136.0,58.134,6.12,0.343,3.692,17.313,33.885,2.206
Belarus,2017,9495792.0,173606584320.0,59.382,6.253,0.342,3.882,17.345,34.769,2.227
Belarus,2018,9480033.0,179054346240.0,62.157,6.557,0.347,3.963,18.178,36.813,2.163
Belarus,2019,9435414.0,181643476992.0,62.096,6.581,0.342,4.1,18.037,36.684,2.276
Belarus,2020,9350943.0,180421001216.0,59.056,6.315,0.327,3.781,17.903,34.09,2.302
Belgium,1991,9998961.0,278686629888.0,123.367,12.338,0.443,40.122,56.206,21.596,2.88
Belgium,1992,10045987.0,283358330880.0,122.492,12.193,0.432,38.118,56.647,22.177,3.089
Belgium,1993,10084932.0,281005260800.0,121.427,12.04,0.432,36.562,56.139,23.189,3.082
Belgium,1994,10116005.0,290433138688.0,124.8,12.337,0.43,38.013,57.393,23.677,3.179
Belgium,1995,10137264.0,297763635200.0,125.939,12.423,0.423,36.955,56.763,26.285,3.255
Belgium,1996,10156973.0,302924431360.0,129.481,12.748,0.427,34.203,60.567,29.192,3.009
Belgium,1997,10181465.0,314576109568.0,123.993,12.178,0.394,31.916,58.634,27.721,3.162
Belgium,1998,10203186.0,321240203264.0,130.225,12.763,0.405,33.214,60.355,30.851,3.175
Belgium,1999,10226681.0,333121585152.0,124.683,12.192,0.374,28.931,57.02,32.957,3.113
Belgium,2000,10251719.0,345706889216.0,126.723,12.361,0.367,31.672,55.747,33.187,3.27
Belgium,2001,10287004.0,349015244800.0,126.067,12.255,0.361,28.29,59.079,32.915,2.957
Belgium,2002,10332978.0,355705520128.0,126.864,12.278,0.357,28.637,59.103,33.235,2.993
Belgium,2003,10376260.0,358937067520.0,128.249,12.36,0.357,27.766,59.805,34.972,2.933
Belgium,2004,10421298.0,372499152896.0,128.782,12.358,0.346,28.252,59.783,34.963,2.837
Belgium,2005,10478883.0,380840050688.0,125.64,11.99,0.33,26.196,58.106,35.624,2.934
Belgium,2006,10548446.0,390874955776.0,123.884,11.744,0.317,25.337,57.135,35.371,3.112
Belgium,2007,10625490.0,404721958912.0,120.481,11.339,0.298,23.158,55.81,35.621,3.087
Belgium,2008,10709710.0,408290525184.0,120.18,11.222,0.294,23.259,55.381,35.671,3.033
Belgium,2009,10812936.0,399489957888.0,107.78,9.968,0.27,15.162,51.28,36.468,2.795
Belgium,2010,10936620.0,411261698048.0,114.49,10.468,0.278,17.526,51.762,40.339,2.582
Belgium,2011,11038627.0,420934221824.0,105.098,9.521,0.25,16.689,48.685,34.573,2.762
Belgium,2012,11107524.0,424045838336.0,102.435,9.222,0.242,15.078,47.597,34.913,2.643
Belgium,2013,11160277.0,425993273344.0,102.762,9.208,0.241,15.332,47.419,35.274,2.541
Belgium,2014,11210111.0,432717692928.0,97.034,8.656,0.224,14.794,46.414,30.998,2.643
Belgium,2015,11275332.0,441551454208.0,101.275,8.982,0.229,14.436,48.418,33.815,2.348
Belgium,2016,11332704.0,447144493056.0,99.742,8.801,0.223,13.533,47.25,34.368,2.436
Belgium,2017,11376583.0,454386384896.0,99.192,8.719,0.218,13.296,46.417,35.022,2.291
Belgium,2018,11428609.0,462533263360.0,100.159,8.764,0.217,13.357,46.015,36.091,2.534
Belgium,2019,11490622.0,472898011136.0,99.684,8.675,0.211,13.189,45.505,36.19,2.819
Belgium,2020,11540103.0,447544098816.0,91.228,7.905,0.204,10.506,40.265,36.09,2.634
Benin,2014,11030008.0,21043177472.0,4.796,0.435,0.228,0.187,4.338,0.055,0.216
Benin,2015,11360681.0,22279708672.0,5.333,0.469,0.239,0.11,4.946,0.062,0.214
Benin,2016,11697845.0,23134705664.0,5.336,0.456,0.231,0.213,4.91,0.004,0.21
Benin,2017,12039777.0,24568274944.0,5.581,0.464,0.227,0.202,5.056,0.11,0.213
Benin,2018,12383349.0,26346545152.0,5.669,0.458,0.215,0.0,5.24,0.037,0.392
Benin,2019,12726761.0,28155410432.0,5.262,0.413,0.187,0.271,4.525,0.106,0.36
Benin,2020,13070170.0,29239040000.0,5.518,0.422,0.189,0.293,4.537,0.319,0.369
Bolivia,2011,10348932.0,54437027840.0,15.949,1.541,0.293,0.004,8.398,6.372,1.043
Bolivia,2012,10515813.0,57225289728.0,17.535,1.668,0.306,0.0,9.702,6.654,1.06
Bolivia,2013,10682612.0,61114322944.0,17.769,1.663,0.291,0.004,9.695,6.786,1.199
Bolivia,2014,10848889.0,64451768320.0,19.888,1.833,0.309,0.015,10.867,7.595,1.316
Bolivia,2015,11014707.0,67582197760.0,19.887,1.805,0.294,0.015,10.765,7.639,1.368
Bolivia,2016,11180019.0,70463897600.0,21.239,1.9,0.301,0.015,11.225,8.52,1.42
Bolivia,2017,11344592.0,73419857920.0,22.171,1.954,0.302,0.026,12.042,8.63,1.424
Bolivia,2018,11508370.0,76521119744.0,22.498,1.955,0.294,0.022,12.241,8.702,1.482
Bolivia,2019,11671386.0,78217584640.0,22.605,1.937,0.289,0.026,12.866,8.121,1.538
Bolivia,2020,11816300.0,71382933504.0,18.312,1.55,0.257,0.011,10.336,6.61,1.265
Bosnia and Herzegovina,1991,4458350.0,22759462912.0,14.059,3.153,0.618,10.403,2.79,0.743,0.101
Bosnia and Herzegovina,1992,4234620.0,16213891072.0,15.029,3.549,0.927,12.586,1.594,0.788,0.061
Bosnia and Herzegovina,1993,3904484.0,11077007360.0,12.581,3.222,1.136,10.908,1.345,0.267,0.061
Bosnia and Herzegovina,1994,3725411.0,11242944512.0,3.205,0.86,0.285,1.175,1.61,0.322,0.098
Bosnia and Herzegovina,1995,3715565.0,11770817536.0,3.402,0.916,0.289,1.376,1.654,0.282,0.09
Bosnia and Herzegovina,1996,3875246.0,17934743552.0,4.24,1.094,0.236,1.999,1.709,0.473,0.059
Bosnia and Herzegovina,1997,4018228.0,21766879232.0,8.366,2.082,0.384,6.243,1.762,0.282,0.078
Bosnia and Herzegovina,1998,4089357.0,24470419456.0,10.551,2.58,0.431,7.958,2.154,0.322,0.116
Bosnia and Herzegovina,1999,4130312.0,26775070720.0,10.333,2.502,0.386,7.757,2.132,0.33,0.114
Bosnia and Herzegovina,2000,4159785.0,27629709312.0,13.702,3.294,0.496,9.707,3.3,0.458,0.237
Bosnia and Herzegovina,2001,4179446.0,27937499136.0,13.263,3.173,0.475,9.454,3.245,0.3,0.263
Bosnia and Herzegovina,2002,4188007.0,28997437440.0,14.173,3.384,0.489,10.453,3.1,0.282,0.337
Bosnia and Herzegovina,2003,4178524.0,29748998144.0,14.358,3.436,0.483,10.812,2.851,0.37,0.325
Bosnia and Herzegovina,2004,4140990.0,31229542400.0,15.462,3.734,0.495,11.091,3.404,0.583,0.385
Bosnia and Herzegovina,2005,4096494.0,32159580160.0,16.046,3.917,0.499,11.849,3.136,0.692,0.368
Bosnia and Herzegovina,2006,4063271.0,33580206080.0,17.387,4.279,0.518,12.895,3.315,0.729,0.448
Bosnia and Herzegovina,2007,4013421.0,35158269952.0,17.474,4.354,0.497,12.688,3.543,0.769,0.473
Bosnia and Herzegovina,2008,3947546.0,36676628480.0,19.959,5.056,0.544,14.575,4.1,0.762,0.521
Bosnia and Herzegovina,2009,3879798.0,35937394688.0,20.537,5.293,0.571,15.319,4.397,0.436,0.385
Bosnia and Herzegovina,2010,3811480.0,35774435328.0,21.146,5.548,0.591,15.87,4.458,0.458,0.36
Bosnia and Herzegovina,2011,3741800.0,35664064512.0,23.761,6.35,0.666,18.485,4.419,0.52,0.337
Bosnia and Herzegovina,2012,3670108.0,35371053056.0,22.134,6.031,0.626,17.233,4.107,0.48,0.315
Bosnia and Herzegovina,2013,3610858.0,36202156032.0,21.801,6.038,0.602,17.085,4.005,0.374,0.337
Bosnia and Herzegovina,2014,3564831.0,36619952128.0,19.312,5.417,0.527,14.55,4.093,0.348,0.321
Bosnia and Herzegovina,2015,3518541.0,38199898112.0,18.46,5.247,0.483,13.491,4.254,0.407,0.309
Bosnia and Herzegovina,2016,3472997.0,39438503936.0,21.73,6.257,0.551,16.151,4.836,0.421,0.322
Bosnia and Herzegovina,2017,3428684.0,40717914112.0,22.156,6.462,0.544,16.459,4.891,0.458,0.348
Bosnia and Herzegovina,2018,3386999.0,42277007360.0,22.075,6.518,0.522,16.601,4.639,0.454,0.381
Bosnia and Herzegovina,2019,3345534.0,43497123840.0,20.81,6.22,0.478,15.334,4.683,0.429,0.365
Bosnia and Herzegovina,2020,3299352.0,42185625600.0,20.832,6.314,0.494,15.722,4.287,0.392,0.431
Botswana,2009,1990671.0,22485469184.0,3.855,1.937,0.171,1.577,2.182,0.0,0.096
Botswana,2010,2033110.0,24958865408.0,4.537,2.232,0.182,1.991,2.446,0.0,0.1
Botswana,2011,2073537.0,27061118976.0,4.029,1.943,0.149,1.43,2.593,0.0,0.006
Botswana,2012,2108614.0,27014846464.0,5.077,2.408,0.188,2.327,2.744,0.0,0.006
Botswana,2013,2140687.0,30014304256.0,5.663,2.645,0.189,2.774,2.884,0.0,0.006
Botswana,2014,2172052.0,31724222464.0,6.85,3.154,0.216,3.844,3.001,0.0,0.006
Botswana,2015,2203276.0,30185275392.0,5.418,2.459,0.179,2.898,2.51,0.004,0.006
Botswana,2016,2234783.0,32359221248.0,6.345,2.839,0.196,3.572,2.766,0.0,0.006
Botswana,2017,2266748.0,33690155008.0,7.07,3.119,0.21,4.252,2.812,0.0,0.006
Botswana,2018,2299148.0,35101765632.0,7.64,3.323,0.218,4.624,3.015,0.0,0.0
Botswana,2019,2332081.0,36166406144.0,6.727,2.885,0.186,3.858,2.869,0.0,0.0
Botswana,2020,2365895.0,33010528256.0,5.551,2.346,0.168,2.928,2.623,0.0,0.0
Brazil,1991,151724253.0,1213090103296.0,229.394,1.512,0.189,42.466,156.7,7.336,11.776
Brazil,1992,154275077.0,1221828542464.0,233.601,1.514,0.191,41.203,163.252,7.983,9.77
Brazil,1993,156794574.0,1298220843008.0,244.306,1.558,0.188,42.343,171.252,8.73,10.164
Brazil,1994,159265011.0,1391783968768.0,254.002,1.595,0.183,43.667,179.162,8.985,10.086
Brazil,1995,161735079.0,1468835168256.0,268.678,1.661,0.183,45.582,190.347,9.603,11.528
Brazil,1996,164202549.0,1520364945408.0,289.311,1.762,0.19,46.468,206.281,10.608,13.884
Brazil,1997,166661663.0,1591956078592.0,306.949,1.842,0.193,47.044,219.833,11.863,15.267
Brazil,1998,169159651.0,1617675812864.0,317.359,1.876,0.196,45.591,229.578,12.411,16.175
Brazil,1999,171641544.0,1645888012288.0,327.256,1.907,0.199,46.805,235.468,14.069,16.439
Brazil,2000,174018276.0,1739727962112.0,340.183,1.955,0.196,50.46,239.488,18.442,16.047
Brazil,2001,176301200.0,1785513115648.0,346.166,1.963,0.194,49.427,241.795,23.186,15.227
Brazil,2002,178503483.0,1861742362624.0,347.765,1.948,0.187,48.689,239.219,29.293,14.39
Brazil,2003,180622688.0,1904932683776.0,344.645,1.908,0.181,51.933,232.434,30.919,13.096
Brazil,2004,182675143.0,2038447996928.0,361.434,1.979,0.177,53.833,239.768,38.215,13.273
Brazil,2005,184688101.0,2129214439424.0,364.371,1.973,0.171,50.948,240.221,39.619,14.349
Brazil,2006,186653099.0,2240805339136.0,368.871,1.976,0.165,50.838,242.249,42.053,15.44
Brazil,2007,188552310.0,2405626806272.0,390.573,2.071,0.162,54.989,256.003,43.246,17.2
Brazil,2008,190367297.0,2559842713600.0,412.638,2.168,0.161,55.315,267.239,51.303,18.884
Brazil,2009,192079956.0,2589568270336.0,389.775,2.029,0.151,43.586,262.705,40.959,19.031
Brazil,2010,193701931.0,2820492492800.0,440.269,2.273,0.156,56.688,286.08,55.049,21.288
Brazil,2011,195284736.0,2968454955008.0,462.58,2.369,0.156,62.292,303.885,53.101,22.845
Brazil,2012,196876114.0,3025484382208.0,498.309,2.531,0.165,61.016,327.734,63.397,24.998
Brazil,2013,198478291.0,3116394610688.0,532.418,2.682,0.171,65.604,342.338,74.704,26.652
Brazil,2014,200085126.0,3132099919872.0,557.901,2.788,0.178,69.034,356.753,81.286,26.908
Brazil,2015,201675534.0,3021043138560.0,529.353,2.625,0.175,69.452,330.359,80.465,25.082
Brazil,2016,203218108.0,2922076176384.0,492.748,2.425,0.169,63.831,312.939,69.666,22.415
Brazil,2017,204703440.0,2960731668480.0,498.266,2.434,0.168,67.322,316.143,70.688,20.217
Brazil,2018,206107265.0,3013541101568.0,478.379,2.321,0.159,65.841,300.73,67.417,20.494
Brazil,2019,207455459.0,3050327244800.0,473.39,2.282,0.155,61.888,299.436,67.121,21.048
Brazil,2020,208660845.0,2950377504768.0,445.208,2.134,0.151,56.241,282.678,59.026,23.366
Bulgaria,1991,8695799.0,72983248896.0,61.623,7.087,0.844,31.87,17.399,10.17,1.265
Bulgaria,1992,8559091.0,67935670272.0,57.456,6.713,0.846,31.525,15.123,8.895,1.097
Bulgaria,1993,8466532.0,67190222848.0,58.492,6.909,0.871,33.121,15.247,8.165,1.154
Bulgaria,1994,8416925.0,68680753152.0,56.46,6.708,0.822,31.433,14.621,8.127,1.441
Bulgaria,1995,8357576.0,70965739520.0,57.998,6.94,0.817,31.363,13.72,9.99,1.993
Bulgaria,1996,8291403.0,65116237824.0,58.541,7.06,0.899,31.516,13.938,10.211,1.961
Bulgaria,1997,8217101.0,64936505344.0,55.891,6.802,0.861,34.068,11.295,8.24,1.573
Bulgaria,1998,8138192.0,67715866624.0,53.212,6.539,0.786,32.18,12.165,7.163,1.118
Bulgaria,1999,8067463.0,64098091008.0,46.471,5.76,0.725,26.694,12.001,6.174,1.106
Bulgaria,2000,8000519.0,67719766016.0,45.592,5.699,0.673,26.489,10.627,6.697,1.212
Bulgaria,2001,7928456.0,68877647872.0,49.117,6.195,0.713,30.191,10.915,6.206,1.228
Bulgaria,2002,7861949.0,73450037248.0,46.235,5.881,0.629,27.91,10.892,5.566,1.215
Bulgaria,2003,7804406.0,77722337280.0,50.587,6.482,0.651,31.268,11.61,5.809,1.273
Bulgaria,2004,7749431.0,83228672000.0,49.624,6.404,0.596,30.007,11.661,5.824,1.444
Bulgaria,2005,7695047.0,89684787200.0,50.685,6.587,0.565,29.543,12.218,6.579,1.618
Bulgaria,2006,7640290.0,96404594688.0,51.922,6.796,0.539,30.047,12.655,6.738,1.55
Bulgaria,2007,7586895.0,104058200064.0,55.751,7.348,0.536,33.41,12.455,6.897,1.979
Bulgaria,2008,7535590.0,110900338688.0,54.109,7.18,0.488,32.547,11.844,6.729,1.9
Bulgaria,2009,7488018.0,107365072896.0,45.837,6.121,0.427,27.326,11.353,5.061,0.983
Bulgaria,2010,7437594.0,109045211136.0,47.9,6.44,0.439,29.357,10.951,5.382,0.807
Bulgaria,2011,7380021.0,109435363328.0,53.205,7.209,0.486,34.54,10.136,6.158,0.787
Bulgaria,2012,7317021.0,110261510144.0,48.361,6.609,0.439,29.462,10.668,5.768,0.981
Bulgaria,2013,7264606.0,109643522048.0,42.726,5.881,0.39,25.088,9.633,5.628,0.892
Bulgaria,2014,7223451.0,110703534080.0,45.251,6.265,0.409,26.639,10.599,5.601,0.911
Bulgaria,2015,7177516.0,114498609152.0,48.204,6.716,0.421,27.731,11.521,5.942,1.105
Bulgaria,2016,7127436.0,117979078656.0,45.419,6.372,0.385,24.203,11.922,5.949,1.194
Bulgaria,2017,7075639.0,121237946368.0,47.521,6.716,0.392,25.845,12.202,6.05,1.239
Bulgaria,2018,7024746.0,124492857344.0,43.577,6.203,0.35,22.143,12.425,5.795,1.224
Bulgaria,2019,6975467.0,129520074752.0,42.267,6.059,0.326,20.786,13.023,5.249,1.138
Bulgaria,2020,6933654.0,124392792064.0,36.644,5.285,0.295,16.264,12.145,5.344,1.066
Canada,1991,28157153.0,820274266112.0,449.756,15.973,0.548,103.905,200.273,125.377,4.771
Canada,1992,28500065.0,829742120960.0,463.497,16.263,0.559,106.721,203.27,132.662,4.804
Canada,1993,28830635.0,853776007168.0,464.16,16.1,0.544,98.808,206.551,137.763,4.893
Canada,1994,29147382.0,894851940352.0,478.631,16.421,0.535,102.481,211.68,140.978,5.769
Canada,1995,29459136.0,921360072704.0,491.414,16.681,0.533,104.309,214.36,148.261,6.529
Canada,1996,29767210.0,938872537088.0,507.729,17.057,0.541,106.238,221.116,155.033,6.185
Canada,1997,30059087.0,981728100352.0,522.022,17.367,0.532,113.044,229.102,153.691,6.657
Canada,1998,30329968.0,1022474584064.0,529.636,17.462,0.518,119.192,232.034,150.444,6.828
Canada,1999,30599458.0,1078414934016.0,543.866,17.774,0.504,119.515,234.96,162.93,7.118
Canada,2000,30891800.0,1137681367040.0,566.261,18.33,0.498,128.952,237.231,173.423,7.232
Canada,2001,31213577.0,1161459924992.0,558.36,17.888,0.481,126.48,241.069,165.5,6.983
Canada,2002,31535580.0,1199865593856.0,563.729,17.876,0.47,123.972,242.086,171.755,7.148
Canada,2003,31836484.0,1224575811584.0,580.792,18.243,0.474,123.102,257.945,174.245,7.248
Canada,2004,32132680.0,1265917231104.0,579.163,18.024,0.458,115.514,266.975,170.262,7.52
Canada,2005,32440173.0,1310077878272.0,572.855,17.659,0.437,116.624,260.961,169.2,7.614
Canada,2006,32759174.0,1348293361664.0,568.173,17.344,0.421,114.03,259.202,168.452,7.728
Canada,2007,33092172.0,1379925884928.0,591.889,17.886,0.429,118.821,265.861,180.77,7.731
Canada,2008,33449089.0,1397938716672.0,575.77,17.213,0.412,112.68,257.097,181.2,6.988
Canada,2009,33826369.0,1360538107904.0,542.811,16.047,0.399,93.362,253.423,174.223,5.364
Canada,2010,34196901.0,1406355374080.0,554.734,16.222,0.394,95.844,257.905,178.268,6.005
Canada,2011,34555450.0,1454221426688.0,563.32,16.302,0.387,86.835,259.433,193.976,6.02
Canada,2012,34922512.0,1479829618688.0,564.221,16.156,0.381,81.544,260.897,197.213,6.532
Canada,2013,35293420.0,1514296442880.0,568.854,16.118,0.376,79.249,260.549,204.25,5.973
Canada,2014,35634265.0,1557757558784.0,566.469,15.897,0.364,76.962,253.107,211.465,5.912
Canada,2015,35962236.0,1568025739264.0,565.644,15.729,0.361,73.719,254.034,213.612,6.185
Canada,2016,36353345.0,1583728033792.0,558.872,15.373,0.353,74.001,252.214,210.439,6.114
Canada,2017,36808500.0,1631871434752.0,569.603,15.475,0.349,73.401,255.803,216.781,6.863
Canada,2018,37294997.0,1677189185536.0,579.079,15.527,0.345,61.32,261.649,231.731,6.99
Canada,2019,37782931.0,1708858146816.0,582.025,15.404,0.341,58.777,263.306,234.935,7.195
Canada,2020,38171901.0,1622144450560.0,526.582,13.795,0.325,48.575,228.175,224.905,6.713
Chile,1991,13662481.0,143694659584.0,30.892,2.261,0.215,8.628,19.113,2.198,0.715
Chile,1992,13884580.0,160277250048.0,32.001,2.305,0.2,7.456,20.819,2.612,0.871
Chile,1993,14102276.0,170385342464.0,34.098,2.418,0.2,7.628,22.819,2.448,1.005
Chile,1994,14316262.0,178942754816.0,37.975,2.653,0.212,9.362,24.234,2.631,1.119
Chile,1995,14527382.0,196694147072.0,41.563,2.861,0.211,10.311,26.838,2.616,0.992
Chile,1996,14734050.0,209865801728.0,48.226,3.273,0.23,14.415,29.259,2.682,0.961
Chile,1997,14932435.0,222279417856.0,55.942,3.746,0.252,18.606,31.052,4.529,0.946
Chile,1998,15127801.0,227977543680.0,57.258,3.785,0.251,17.77,31.21,6.441,1.131
Chile,1999,15319309.0,224771948544.0,61.408,4.009,0.273,18.518,32.155,9.032,0.951
Chile,2000,15503637.0,233340518400.0,58.503,3.773,0.251,14.242,30.627,11.919,1.01
Chile,2001,15683853.0,239642804224.0,52.918,3.374,0.221,9.263,28.468,13.517,1.013
Chile,2002,15857924.0,243288817664.0,54.836,3.458,0.225,9.38,30.323,13.506,1.079
Chile,2003,16024753.0,250723123200.0,55.1,3.438,0.22,9.244,29.587,14.737,1.113
Chile,2004,16187322.0,264146059264.0,59.228,3.659,0.224,10.281,31.324,16.048,1.194
Chile,2005,16348781.0,278000697344.0,61.127,3.739,0.22,10.252,33.826,15.557,1.152
Chile,2006,16509198.0,293258330112.0,64.052,3.88,0.218,12.538,35.735,14.334,1.236
Chile,2007,16671572.0,305709449216.0,70.476,4.227,0.231,13.007,47.225,8.764,1.316
Chile,2008,16838987.0,314032357376.0,70.553,4.19,0.225,16.733,47.551,4.825,1.307
Chile,2009,17009728.0,306660179968.0,65.96,3.878,0.215,13.431,44.929,6.379,1.081
Chile,2010,17181462.0,321457389568.0,71.348,4.153,0.222,16.525,43.461,10.227,1.046
Chile,2011,17351811.0,338708856832.0,78.071,4.499,0.23,20.848,45.628,10.45,1.08
Chile,2012,17519114.0,359556382720.0,79.621,4.545,0.221,23.476,45.165,9.809,1.127
Chile,2013,17687006.0,371454083072.0,81.737,4.621,0.22,25.396,45.916,9.292,1.086
Chile,2014,17864191.0,378114277376.0,77.59,4.343,0.205,24.389,43.82,8.296,1.022
Chile,2015,18047628.0,386251292672.0,81.782,4.531,0.212,27.194,44.353,9.112,1.033
Chile,2016,18267225.0,393022275584.0,84.25,4.612,0.214,27.015,46.064,9.951,1.12
Chile,2017,18558865.0,398359527424.0,84.138,4.534,0.211,27.754,45.468,9.944,0.915
Chile,2018,18893186.0,414254039040.0,84.439,4.469,0.204,27.071,46.568,9.981,0.73
Chile,2019,19197747.0,417332002816.0,91.977,4.791,0.22,31.017,48.022,12.051,0.84
Chile,2020,19370619.0,391686946816.0,80.178,4.139,0.205,25.194,43.034,11.043,0.88
China,1991,1170788527.0,3508947910656.0,2606.096,2.226,0.743,2049.92,356.027,30.778,101.305
China,1992,1184574240.0,3755037425664.0,2730.788,2.305,0.727,2114.715,385.793,30.239,122.445
China,1993,1197308569.0,4126169366528.0,2921.651,2.44,0.708,2228.745,428.549,35.728,142.774
China,1994,1209003100.0,4438753280000.0,3103.739,2.567,0.699,2380.586,423.712,41.568,164.377
China,1995,1220133927.0,4810000039936.0,3361.637,2.755,0.699,2569.754,468.23,42.436,184.637
China,1996,1230944812.0,5127589593088.0,3508.818,2.851,0.684,2660.401,510.622,44.47,192.853
China,1997,1241139619.0,5291339415552.0,3515.594,2.833,0.664,2609.556,557.961,44.159,202.874
China,1998,1250847121.0,5338703069184.0,3364.587,2.69,0.63,2444.771,559.262,50.501,211.369
China,1999,1260176650.0,5578502963200.0,3557.275,2.823,0.638,2580.992,596.751,54.572,228.322
China,2000,1269581164.0,5952682590208.0,3649.227,2.874,0.613,2601.762,648.686,59.796,244.388
China,2001,1278725057.0,6329737412608.0,3728.51,2.916,0.589,2637.651,659.3,67.157,270.828
China,2002,1286866839.0,6814493573120.0,4103.046,3.188,0.602,3018.637,653.086,53.993,282.688
China,2003,1294517315.0,7248623435776.0,4841.119,3.74,0.668,3601.712,727.099,60.745,353.679
China,2004,1302100319.0,7830953263104.0,5217.351,4.007,0.666,3835.288,839.093,71.521,368.396
China,2005,1310027138.0,8602939555840.0,5882.106,4.49,0.684,4424.353,850.173,84.957,411.649
China,2006,1318054037.0,9489543593984.0,6494.331,4.927,0.684,4905.367,898.534,103.753,470.087
China,2007,1325813580.0,10358205972480.0,6983.547,5.267,0.674,5289.875,927.351,129.515,514.981
China,2008,1333821009.0,10799147909120.0,7501.498,5.624,0.695,5729.473,970.118,149.674,525.924
China,2009,1342522709.0,11572544012288.0,7891.078,5.878,0.682,6028.489,982.348,164.404,583.56
China,2010,1351561511.0,12858808074240.0,8620.576,6.378,0.67,6568.743,1092.571,199.585,639.592
China,2011,1360250657.0,13691527364608.0,9532.332,7.008,0.696,7309.709,1123.859,245.99,708.564
China,2012,1369520865.0,14773157625856.0,9779.292,7.141,0.662,7464.744,1176.712,277.599,714.782
China,2013,1379008046.0,15925464006656.0,9956.329,7.22,0.625,7493.408,1234.621,320.127,748.323
China,2014,1387951973.0,17103948087296.0,9990.257,7.198,0.584,7424.993,1255.605,370.222,770.284
China,2015,1396134164.0,18301224747008.0,9863.457,7.065,0.539,7266.92,1328.805,380.052,718.559
China,2016,1404052626.0,19545710395392.0,9762.714,6.953,0.499,7071.355,1357.838,421.726,740.776
China,2017,1412354742.0,20894363680768.0,10006.343,7.085,0.479,7163.255,1430.587,486.359,753.439
China,2018,1419008963.0,22294286041088.0,10332.992,7.282,0.463,7316.367,1500.474,575.369,765.836
